section,exercise_number,exercise_text,a,b,c,d,e,f,graphic,answer,solution
"Admitere FA iulie 2006","2006.A.4.","O cantitate de gaz ideal monoatomic ($C_{v}=3 R / 2$) se destinde izobar. Raportul dintre lucrul mecanic efectuat şi căldura primită în timpul acestui proces este: ( 8 pct.)\\","$50 \%$","$40 \%$","$1 \%$","$12 \%$","$77 \%$","$41 \%$","N/A","b","Într-o transformare izobară, raportul $\frac{L}{Q}=\frac{\nu R \Delta T}{\nu C_{p} \Delta T}=\frac{R}{C_{p}}=\frac{R}{R+C_{V}}=\frac{2}{5}=40 \%$. Răspuns corect b.\\"
"Admitere FA iulie 2006","2006.A.5.","Se leagă $n$ rezistențe identice, mai întâi în serie și apoi în paralel. Raportul dintre rezistențele echivalente în cele două cazuri este: ( 8 pct.)\\","$\frac{n}{(n+1)^{2}}$","$\frac{n^{2}}{n+1}$","$n$","$n^{2}$","$1 / n$","$1$","N/A","d","La legarea în serie a rezistoarelor, $R_{s}=n R$, iar la legarea în paralel, $R_{p}=\frac{R}{n}$. Prin urmare, raportul $\frac{R_{s}}{R_{p}}=n^{2}$. Răspuns corect d.\\"
"Admitere FA iulie 2006","2006.A.6.","Spațiul total străbătut de un corp în cădere liberă, care în ultimele 4 secunde parcurge $400 \mathrm{~m}$, este ($g=10 \mathrm{~m} / \mathrm{s}^{2}$): ( 8 pct.)\\","$815 \mathrm{~m}$","$370 \mathrm{~m}$","$700 \mathrm{~m}$","$750 \mathrm{~m}$","$740 \mathrm{~m}$","$720 \mathrm{~m}$","N/A","f","Spațiul parcurs de corp în ultimele $t_{1}=4 \mathrm{~s}$ este egal cu:\\ $h=g\left(t-t_{1}\right) t_{1}+\frac{1}{2} g t_{1}^{2}=g t t_{1}-\frac{1}{2} g t_{1}^{2}$, unde $t$ este durata totală de cădere a corpului. Astfel, $t=\frac{2 h+g t_{1}^{2}}{2 g t_{1}}=12 \mathrm{~s}$.\\ Spațiul total de cădere este egal cu $H=\frac{1}{2} g t^{2}=720 \mathrm{~m}$. Răspuns corect f.\\"
"Admitere FA iulie 2006","2006.A.7.","Două fire conductoare drepte, paralele şi foarte lungi se află în aer la distanța de $20 \mathrm{~cm}$ unul de altul. Firele sunt parcurse în acelaşi sens de curenţi egali cu $2 \mathrm{~A}$. Inducţia magnetică la jumătatea distanței dintre fire este (permeabilitatea magnetică a aerului este $\mu_{0}=4 \pi 10^{-7} \mathrm{~N} / \mathrm{A}^{2}$): ( 4 pct.)\\","$8 \cdot 10^{-6} \mathrm{~T}$","$8 \pi \cdot 10^{-6} \mathrm{~T}$","$4 \pi \cdot 10^{-6} \mathrm{~T}$","$2 \pi \cdot 10^{-6} \mathrm{~T}$","$0 \mathrm{~T}$","$4 \cdot 10^{-6} \mathrm{~T}$","N/A","e","La jumătatea distanței dintre conductori, vectorii inducție ai câmpului magnetic produs de cei doi curenți electrici paraleli, egali şi de acelaşi semn sunt egali şi de sens opus, astfel că inducția magnetică totală este nulă. Răspuns corect e.\\"
"Admitere FA iulie 2006","2006.A.8.","Randamentul unei maşini termice ideale care funcționează după un ciclu Carnot este de $20 \%$. Cât devine randamentul dacă temperatura sursei calde creşte de două ori, iar cea a sursei reci rămâne constantă? (4 pct.)\\","$50 \%$","$60 \%$","$90 \%$","$40 \%$","$80 \%$","$55 \%$","N/A","b","Randamentul maşinii termice ideale în cele două cazuri are valoarea, $\eta_{1}=1-\frac{T_{2}}{T_{1}}$ şi respectiv $\eta_{2}=1-\frac{T_{2}}{2 T_{1}}$, de unde $\eta_{2}=\frac{1+\eta_{1}}{2}=0,6=60 \%$. Răspuns corect b.\\"
"Admitere FA iulie 2006","2006.A.9.","Se consideră un circuit format dintr-un rezistor legat la o sursă cu t.e.m. $E=2 \mathrm{~V}$ și cu rezistența internă nenulă. Care este tensiunea pe rezistor ştiind că puterea disipată pe acesta este maximă? (4 pct.)\\","nu se poate calcula","$5 \mathrm{~V}$","$1 \mathrm{~V}$","$1,5 \mathrm{~V}$","$0,1 \mathrm{~V}$","$2 \mathrm{~V}$","N/A","c","Dacă puterea disipată pe rezistența exterioară este maximă, atunci $R=r$ şi tensiunea la borne $U=I R=\frac{E}{2}=1 \mathrm{~V}$, unde intensitatea curentului $I=\frac{E}{2 R}$. Răspuns corect c.\\"
"Admitere FA iulie 2006","2006.A.10.","În SI fluxul magnetic se măsoară în: (4 pct.)\\","$\mathrm{V} / \mathrm{m}$","$\mathrm{Wb}$","$\mathrm{N} / \mathrm{m}$","$\mathrm{N} / \mathrm{A}^{2}$","$\mathrm{T}$","$\mathrm{A} / \mathrm{m}$","N/A","b","Fluxul magnetic se măsoară în $\mathrm{Wb}$. Răspuns corect b.\\"
"Admitere FA iulie 2006","2006.A.11.","Un motociclist se deplasează între două localităţi astfel: pe prima jumătate a distanței cu viteza $v_{1}=20 \mathrm{~m} / \mathrm{s}$, iar pe cealaltă jumătate cu viteza $v_{2}=30 \mathrm{~m} / \mathrm{s}$. Viteza medie a motociclistului pe întreaga distanţă este: (4 pct.)\\","$100 \mathrm{~km} / \mathrm{h}$","$15 \mathrm{~m} / \mathrm{s}$","$18 \mathrm{~m} / \mathrm{s}$","$25 \mathrm{~m} / \mathrm{s}$","$24 \mathrm{~m} / \mathrm{s}$","$70 \mathrm{~km} / \mathrm{h}$","N/A","e","Conform definiției vitezei medii, $v_{m}=\frac{d}{t_{1}+t_{2}}=\frac{d}{\frac{d}{2 v_{1}}+\frac{d}{2 v_{2}}}=\frac{2 v_{1} v_{2}}{v_{1}+v_{2}}=24 \mathrm{~m} / \mathrm{s}$. Răspuns corect e.\\"
"Admitere FA iulie 2006","2006.A.12.","Expresia energiei cinetice pentru un corp de masă $m$ şi viteză $v$ este: (4 pct.)\\","$\frac{m v^{2}}{2}$","$m v^{2}$","$\frac{p^{2}}{m}$","$m v$","$m g v$","$m g h$","N/A","a","Expresia energiei cinetice pentru un corp de masă $m$ și viteză $v$ este $E_{c}=\frac{1}{2} m v^{2}$. Răspuns corect a.\\"
"Admitere FA iulie 2006","2006.A.13.","Un corp atârnat de un resort cu constanta elastică $10 \mathrm{~N} / \mathrm{m}$ produce alungirea $x_{1}$. Acelaşi corp, atârnat de un resort cu constanta elastică $50 \mathrm{~N} / \mathrm{m}$ produce alungirea $x_{2}$. Raportul $x_{2} / x_{1}$ este: ( 4 pct.)\\","$4$","$0,15$","nu se poate calcula","$1 / 50$","$1 / 5$","$0,25$","N/A","e","Din condițiile $m g=k_{1} x_{1}$ şi respectiv $m g=k_{2} x_{2}$ rezultă că $\frac{x_{2}}{x_{1}}=\frac{k_{1}}{k_{2}}=\frac{1}{5}$. Răspuns corect e.\\"
"Admitere FA iulie 2006","2006.A.14.","Un cilindru vertical închis la capete este separat în două compartimente printr-un piston mobil de volum neglijabil. În cele două compartimente se află mase egale din acelaşi gaz ideal, la aceeaşi temperatură $T_{1}$. La echilibru, raportul volumelor celor două compartimente este $n=3$. Care va fi raportul volumelor, dacă temperatura comună creşte la $4 T_{1} / 3$ ? (4 pct.)\\","$\sqrt{2} / 3$","$\sqrt{2}-1$","$\sqrt{2}$","$\sqrt{2}+1$","nu se poate calcula","$2$","N/A","d","În cele două cazuri, diferența între presiunile celor două mase de gaz din compartimentul de jos şi cel de sus este egală cu presiunea exercitată de greutatea pistonului mobil, adică $p_{2}-p_{1}=p_{2}^{\prime}-p_{1}^{\prime}$, unde conform ecuației termice de stare, $p_{1}=\frac{m R T_{1}}{n V}$, $p_{2}=\frac{m R T_{1}}{V}$, $p_{1}^{\prime}=\frac{4 m R T_{1}}{3 x V_{1}}$ şi $p_{2}^{\prime}=\frac{4 m R T_{1}}{3 V_{1}}$. Astfel, $\frac{m R T_{1}}{V}-\frac{m R T_{1}}{n V}=\frac{4 m R T_{1}}{3 V_{1}}-\frac{4 m R T_{1}}{3 x V_{1}}$. Volumul total ocupat de gaz în cele două cazuri este acelaşi, adică $(n+1) V=(x+1) V_{1}$. Eliminând raportul $\frac{V}{V_{1}}$ între cele două relații rezultă ecuația $x^{2}-2 x-1=0$, care are rădăcina pozitivă $x=1+\sqrt{2}$. Răspuns corect d.\\"
"Admitere FA iulie 2006","2006.A.15.","Un fir de nichelină cu rezistivitatea $\rho=4 \cdot 10^{-7} \Omega \cdot \mathrm{~m}$ și secţiunea transversală $S=5 \cdot 10^{-7} \mathrm{~m}^{2}$ este parcurs de un curent cu intensitate $I=0,2 \mathrm{~A}$ atunci când la capetele lui se aplică o tensiune de $3,2 \mathrm{~V}$. Lungimea conductorului este: ( $\mathbf{4}$ pct.)\\","$22 \mathrm{~m}$","$23 \mathrm{~m}$","$18 \mathrm{~m}$","$30 \mathrm{~m}$","$21 \mathrm{~m}$","$20 \mathrm{~m}$","N/A","f","Conform legii lui Ohm, intensitatea curentului prin fir $I=\frac{U}{R}=\frac{U S}{\rho l}$, de unde lungimea firului, $l=\frac{U S}{\rho I}=20 \mathrm{~m}$. Răspuns corect f.\\"
"Admitere FA iulie 2006","2006.A.16.","Lucrul mecanic este o mărime fizică ( 4 pct.)\\","scalară şi se măsoară în $\mathrm{W}$","vectorială şi se măsoară în $\mathrm{W}$","scalară şi se măsoară în $\mathrm{N}$","vectorială şi se măsoară în C.P.","vectorială şi se măsoară în $\mathrm{J}$","scalară şi se măsoară în $\mathrm{J}$","N/A","f","Lucrul mecanic este o mărime fizică scalară şi se măsoară în $\mathrm{J}$. Răspuns corect f.\\"
"Admitere FA iulie 2006","2006.A.17.","În ce transformare a gazului ideal, variaţia energiei interne este nulă? (4 pct.)\\","Adiabată","Izobară","Izotermă","Generală","Nu există o astfel de transformare","Izocoră","N/A","c","Din condiția ca variația energiei interne să fie nulă, adică $\Delta U=\nu C_{V} \Delta T=0$, rezultă că $\Delta T=0$, adică $T=$ constant, ceea ce se întâmplă într-o transformare izotermă. Răspuns corect c.\\"
"Admitere FA iulie 2006","2006.A.18.","În SI unitatea de măsură pentru căldura specifică la presiune constantă este: (4 pct.)\\","$\frac{\mathrm{J}}{\mathrm{kg} \cdot \mathrm{K}}$","$\frac{\mathrm{J}}{\mathrm{K}}$","$\frac{\mathrm{J}}{\mathrm{kg}}$","$\frac{\mathrm{Pa}}{\mathrm{kg} \cdot \mathrm{K}}$","$\frac{\mathrm{J}}{\mathrm{Pa}}$","$\frac{\mathrm{J}}{\mathrm{mol} \cdot \mathrm{K}}$","N/A","a","Conform definiției, căldura specifică este egală cu $c=\frac{Q}{m \Delta T}$ şi se măsoară în $\frac{\mathrm{J}}{\mathrm{kg} \mathrm{K}}$. Răspuns corect a.\\"
"Admitere F iulie 2007","2007.A.1.","Rezistența circuitului exterior al unei baterii cu tensiunea electromotoare de $1,5 \mathrm{~V}$ este de $2 \Omega$. Dacă tensiunea la bornele bateriei este de $1 \mathrm{~V}$ atunci valoarea rezistenței sale interne este: ( 4 pct.)\\","$4 \Omega$","$0,1 \Omega$","$1,1 \Omega$","$0,5 \Omega$","$1 \Omega$","$2 \Omega$","N/A","e","Din expresia tensiunii la borne, $U=\frac{E R}{R+r}$, rezistența internă a sursei este $r=\frac{R(E-U)}{U}=1 \Omega$. Răspuns corect e.\\"
"Admitere F iulie 2007","2007.A.2.","Un gaz ideal are indicele adiabatic $1,4$. Căldurile molare la volum şi respectiv presiune constantă sunt: (4 pct.)\\","$\frac{3}{2} R$, $\frac{5}{2} R$","$\frac{2}{5} R$, $\frac{2}{7} R$","$\frac{2}{3} R$, $\frac{2}{5} R$","$\frac{1}{3} R$, $\frac{1}{4} R$","$\frac{5}{2} R$, $\frac{7}{2} R$","$3 R$, $4 R$","N/A","e","$C_{V}=\frac{R}{\gamma-1}=\frac{5}{2} R$ şi $C_{p}=\frac{\gamma R}{\gamma-1}=\frac{7}{2} R$. Răspuns corect e.\\"
"Admitere F iulie 2007","2007.A.3.","Expresia forței de interacţiune dintre două conductoare paralele, foarte lungi, parcurse de curenți electrici (forţa electrodinamică) este: (4 pct.)\\","$F=\mu \frac{I_{1} l}{2 \pi d I_{2}}$","$F=\mu \frac{I_{1} I_{2} l}{d}$","$F=\mu \frac{I_{1} I_{2} l}{4 \pi d}$","$F=\mu \frac{I_{1} I_{2} l}{2 \pi \sqrt{d}}$","$F=\mu \frac{I_{1} I_{2} l}{2 \pi d}$","$F=\mu \frac{2 \pi d}{I_{1} I_{2} l}$","N/A","e","Răspuns corect e.\\"
"Admitere F iulie 2007","2007.A.4.","Atunci când un vehicul se deplasează cu viteza constantă de $15 \mathrm{~km} / \mathrm{h}$, motorul său dezvoltă o putere de $15 \mathrm{~kW}$. Forța de rezistență pe care o întâmpină vehiculul este: ( 4 pct.)\\","$300 \mathrm{~N}$","$360 \mathrm{~N}$","$250 \mathrm{~N}$","$3,6 \mathrm{~kN}$","$1,2 \mathrm{~kN}$","$100 \mathrm{~N}$","N/A","d","Viteza fiind constantă, $F_{\text {trac}}=F_{\text {rez}}=\frac{P}{v}$, de unde $F_{\text {rez}}=3,6 \cdot 10^{3} \mathrm{~N}$. Răspuns corect d.\\"
"Admitere F iulie 2007","2007.A.5.","Un conductor de lungime $100 \mathrm{~m}$ și diametru $1 \mathrm{~mm}$ are rezistenţa electrică de $56 \Omega$. Rezistivitatea materialului din care este confectionat conductorul este: ( 4 pct.)\\","$3 \pi \cdot 10^{-8} \Omega \cdot \mathrm{~m}$","$14 \pi \cdot 10^{-7} \Omega \cdot \mathrm{~m}$","$2 \pi \cdot 10^{-8} \Omega \cdot \mathrm{~m}$","$14 \pi \cdot 10^{-8} \Omega \cdot \mathrm{~m}$","$7 \pi \cdot 10^{-7} \Omega \cdot \mathrm{~m}$","$4 \pi \cdot 10^{-8} \Omega \cdot \mathrm{~m}$","N/A","d","Din expresia rezistenței electrice, $R=\rho \frac{l}{S}$, rezistivitatea este:\\ $\rho=14 \pi \cdot 10^{-8} \Omega \mathrm{~m}=43,98 \cdot 10^{-8} \Omega \mathrm{~m}$. Răspuns corect d.\\"
"Admitere F iulie 2007","2007.A.6.","Prin încălzirea cu $10 \mathrm{~K}$ a unui gaz ideal închis într-un recipient de volum constant, presiunea sa creşte de 10 ori. Temperatura inițială a gazului este: ( 4 pct.)\\","$11 \mathrm{~K}$","$\frac{27}{13} \mathrm{~K}$","$\frac{10}{7} \mathrm{~K}$","$117 \mathrm{~K}$","$\frac{10}{9} \mathrm{~K}$","$\frac{8}{3} \mathrm{~K}$","N/A","e","Din ecuația transformării izocore, $\frac{p}{T}=\frac{10 p}{T+\Delta T}$, rezultă $T=\frac{10}{9} \mathrm{~K}$. Răspuns corect e.\\"
"Admitere F iulie 2007","2007.A.7.","Un mol de gaz ideal monoatomic se destinde după legea $T V^{-2}=a$ ($a$ este o constantă pozitivă). Căldura sa molară în timpul acestui proces are valoarea: (8 pct.)\\","$0,5 R$","$2 R$","$4 R$","$\frac{5}{2} R$","$R$","$\frac{3}{2} R$","N/A","b","În coordonate ($p, V$), ecuația transformării se scrie $p V^{-1}=b$, care este ecuația unei politrope cu indicele $n=-1$. Dar, $n=\frac{C-C_{p}}{C-C_{V}}=-1$, de unde rezultă $C=\frac{C_{p}+C_{V}}{2}=2 R$, sau, conform definiției căldurii molare:\\ $C=\frac{Q}{\nu \Delta T}=\frac{L+\Delta U}{\nu \Delta T}=\frac{\frac{\left(p_{1}+p_{2}\right)}{2}\left(V_{2}-V_{1}\right)+\nu C_{V} \Delta T}{\nu \Delta T}= \\ =\frac{p_{2} V_{2}-p_{1} V_{1}}{2 \nu \Delta T}+C_{V}=\frac{R}{2}+C_{V}=2 R$, deoarece, conform ecuației transformării, $p_{1} V_{2}=p_{2} V_{1}$. Răspuns corect b.\\"
"Admitere F iulie 2007","2007.A.8.","Un obiect este aruncat vertical în sus. În momentul în care ajunge la jumătate din înălțimea maximă are o viteză de $10 \mathrm{~m} / \mathrm{s}$. Dacă $g=10 \mathrm{~m} / \mathrm{s}^{2}$, înălțimea maximă este: ( 8 pct.)\\","$10 \mathrm{~m}$","$100 \mathrm{~m}$","$15 \mathrm{~m}$","$25 \mathrm{~m}$","$5 \mathrm{~m}$","$20 \mathrm{~m}$","N/A","a","Conform formulei lui Galilei, $h=\frac{v_{0}^{2}}{2 g}$ şi $\frac{h}{2}=\frac{v_{0}^{2}-v^{2}}{2 g}$, de unde $h=\frac{v^{2}}{g}=10 \mathrm{~m}$. Răspuns corect a.\\"
"Admitere F iulie 2007","2007.A.9.","Prin conectarea unui rezistor având rezistenţa de $1,4 \mathrm{k} \Omega$ la o sursă de curent continuu, intensitatea curentului prin circuit devine de 29 ori mai mică decât intensitatea curentului de scurtcircuit. Rezistența internă a sursei este: (8 pct.)\\","$0,1 \Omega$","$5 \Omega$","$1 \Omega$","$10 \Omega$","$50 \Omega$","$2 \Omega$","N/A","e","Conform condiției din enunț, $\frac{E}{R+r}=\frac{E}{29 r}$, de unde rezistența internă:\\ $r=\frac{R}{28}=50 \Omega$. Răspuns corect e.\\"
"Admitere F iulie 2007","2007.A.10.","Două becuri electrice pe care scrie $40 \mathrm{~W}$, $220 \mathrm{~V}$ și $100 \mathrm{~W}$, $220 \mathrm{~V}$ sunt legate în serie şi alimentate la tensiunea de $220 \mathrm{~V}$. Puterea consumată în total de cele două becuri este: ( 6 pct.)\\","$\frac{200}{7} \mathrm{~W}$","$\frac{220}{7} \mathrm{~W}$","$\frac{100}{7} \mathrm{~W}$","$\frac{500}{7} \mathrm{~W}$","$\frac{400}{7} \mathrm{~W}$","$\frac{120}{7} \mathrm{~W}$","N/A","a","$P_{\max}=\frac{U^{2}}{R_{1}+R_{2}}=\frac{U^{2}}{\frac{U^{2}}{P_{1}}+\frac{U^{2}}{P_{2}}}=\frac{P_{1} P_{2}}{P_{1}+P_{2}}=\frac{200}{7} \mathrm{~W}$. Răspuns corect a.\\"
"Admitere F iulie 2007","2007.A.11.","Un corp cu masa de $2 \mathrm{~kg}$ este lansat în sus de-a lungul unui plan înclinat cu viteza inițială de $4 \mathrm{~m} / \mathrm{s}$. Corpul revine la baza planului înclinat cu o viteză egală cu jumătate din viteza inițială. Valoarea absolută a lucrului mecanic efectuat în timpul mişcării de forţa de frecare dintre corp şi plan este: ( 6 pct.)\\","$15 \mathrm{~J}$","$8 \mathrm{~J}$","$12 \mathrm{~J}$","$16 \mathrm{~J}$","$4 \mathrm{~J}$","$10 \mathrm{~J}$","N/A","N/A","Conform teoremei de variație a energiei cinetice:\\ $L_{\text {frec}}=\Delta E_{c}=\frac{m}{2}\left(v^{2}-\frac{v^{2}}{4}\right)=\frac{3}{8} m v^{2}=12 \mathrm{~J}$. Räspuns corect c.\\"
"Admitere F iulie 2007","2007.A.12.","Ecuația de mişcare a unui mobil este $x(t)=2+6 t-t^{2}$, în care mărimile fizice sunt exprimate în SI. După cât timp viteza mobilului este egală cu o treime din viteza sa inițială? ( 6 pct.)\\","$1,5 \mathrm{~s}$","$10 \mathrm{~s}$","$1 \mathrm{~s}$","$3 \mathrm{~s}$","$4 \mathrm{~s}$","$2 \mathrm{~s}$","N/A","f","Ecuația vitezei este $v=x_{t}^{\prime}=6-2 t=2$, de unde $t=2 \mathrm{~s}$. Răspuns corect f.\\"
"Admitere F iulie 2007","2007.A.13.","Un corp cu masa de $50 \mathrm{~kg}$ este tras pe o suprafaţă orizontală de către o forță $F$ care acționează sub unghiul $\alpha=60^{\circ}$ faţă de verticală. Dacă corpul se deplasează cu frecare, având viteza constantă şi sunt cunoscute valorile $g=10 \mathrm{~m} / \mathrm{s}^{2}$, $\mu=\frac{\sqrt{3}}{7}$, atunci valoarea forței $F$ este: ( 4 pct.)\\","$250 \mathrm{~N}$","$225 \mathrm{~N}$","$150 \mathrm{~N}$","$500 \mathrm{~N}$","$125 \mathrm{~N}$","$100 \mathrm{~N}$","N/A","e","Din condiția de echilibru a forțelor, $F \sin \alpha=\mu(m g-F \cos \alpha)$, rezultă:\\ $F=\frac{\mu m g}{\sin \alpha+\mu \cos \alpha}=125 \mathrm{~N}$. Răspuns corect e.\\"
"Admitere F iulie 2007","2007.A.14.","Legea inducției electromagnetice are următoarea expresie: ( 4 pct.)\\","$e=-\Delta \Phi \cdot \Delta t$","$e=\sqrt{\frac{\Delta \Phi}{\Delta t}}$","$e=-\frac{1}{2} \frac{\Delta \Phi}{\Delta t}$","$e=\frac{1}{2} \frac{\Delta \Phi}{\Delta t}$","$e=-\frac{\Delta \Phi}{\Delta t}$","$e=\frac{\Delta \Phi}{\Delta t}$","N/A","e","Răspuns corect e.\\"
"Admitere F iulie 2007","2007.A.15.","Impulsul unui corp este de $10 \mathrm{~N} \cdot \mathrm{s}$, iar energia sa cinetică de $10 \mathrm{~J}$. Masa corpului este: ( 4 pet.)\\","$6 \mathrm{~kg}$","$1 \mathrm{~kg}$","$14 \mathrm{~kg}$","$10 \mathrm{~kg}$","$15 \mathrm{~kg}$","$5 \mathrm{~kg}$","N/A","f","Energia cinetică, $E_{c}=\frac{m v^{2}}{2}=\frac{p^{2}}{2 ~m}$, de unde $m=\frac{p^{2}}{2 E_{c}}=5 \mathrm{~kg}$. Răspuns corect f.\\"
"Admitere F iulie 2007","2007.A.16.","Unitatea de măsură pentru randament este: ( 4 pct.)\\","$\frac{\mathrm{J} \cdot \mathrm{s}}{\mathrm{kg} \cdot \mathrm{m}}$","$\frac{\mathrm{J} \cdot \mathrm{s}^{2}}{\mathrm{~kg} \cdot \mathrm{m}^{2}}$","$\mathrm{W}$","$\mathrm{J} \cdot \mathrm{s}$","$\frac{\mathrm{N} \cdot \mathrm{m}}{\mathrm{J} \cdot \mathrm{s}}$","$\mathrm{J}$","N/A","b","Randamentul este adimensional. Răspuns corect b.\\"
"Admitere F iulie 2007","2007.A.17.","Dacă $L$ este lucrul mecanic efectuat de o sursă electrică pentru deplasarea sarcinii $q$ pe întregul circuit, atunci definiţia tensiunii electromotoare a sursei este: ( 4 pct.)\\","$E=\sqrt{\frac{L}{q}}$","$E=\frac{L}{q}$","$E=L \cdot q$","$E=\frac{L}{q^{2}}$","$E=\frac{L}{\sqrt{q}}$","$E=L \cdot q^{2}$","N/A","b","Răspuns corect b.\\"
"Admitere F iulie 2007","2007.A.18.","Un solenoid cu lungimea de $10 \mathrm{~cm}$ având 1000 spire şi permeabilitatea magnetică a miezului $\mu_{0}=4 \pi \cdot 10^{-7} \mathrm{~N} / \mathrm{A}^{2}$, este parcurs de un curent cu intensitatea de $1 \mathrm{~A}$. Inducția câmpului magnetic în interiorul său este: ( 4 pct.)\\","$0,001 \mathrm{~T}$","$4 \pi \cdot 10^{-5} \mathrm{~T}$","$4 \pi \cdot 10^{-4} \mathrm{~T}$","$4 \pi \cdot 10^{-3} \mathrm{~T}$","$0,02 \mathrm{~T}$","$4 \pi \cdot 10^{-7} \mathrm{~T}$","N/A","d","$B=\mu_{0} \frac{N I}{l}=4 \pi \cdot 10^{-3} \mathrm{~T}$. Răspuns corect d.\\"
"Admitere F1 iulie 2009","2009.A.1.","Un mobil pleacă din repaus și se mişcă rectiliniu uniform accelerat. În secunda $n$ a mişcării mobilul parcurge o distanță de 3 ori mai mare decât în secunda anterioară. Valoarea lui $n$ este: (5 pct.)\\","$2$","$5$","$6$","$4$","$10$","$3$","N/A","a","Spaţiul parcurs în a $n$-a secundă este egal cu diferenţa dintre spaţiul parcurs în $n$ secunde şi spaţiul parcurs în $n-1$ secunde, adică:\\ $s_{n}=\frac{1}{2} a n^{2}-\frac{1}{2} a(n-1)^{2}=\frac{1}{2} a(2 n-1)$;\\ Spaţiul parcurs în a $n-1$-a secundă este egal cu diferenţa dintre spaţiul parcurs în $n-1$ secunde şi spaţiul parcurs în $n-2$ secunde, adică:\\ $s_{n-1}=\frac{1}{2} a(n-1)^{2}-\frac{1}{2} a(n-2)^{2}=\frac{1}{2} a(2 n-3)$.\\ Din condiţia ca $s_{n}=3 s_{n-1}$, adică $2 n-1=3(2 n-3)$, rezultă $n=2$. Răspuns corect a.\\"
"Admitere F1 iulie 2009","2009.A.2.","Un automobil, având viteza de $10 \mathrm{~m} / \mathrm{s}$ la baza unei pante de înclinare $3^{\circ}$ urcă panta fară motor. Știind coeficientul de frecare $\mu=0,05$ şi considerând $g=10 \mathrm{~m} / \mathrm{s}^{2}$, $\sin 3^{\circ} \approx 0,05$, $\cos 3^{\circ} \approx 1$, timpul după care viteza mobilului devine $5 \mathrm{~m} / \mathrm{s}$ este: ( 5 pct.)\\","$5 \mathrm{~s}$","$10 \mathrm{~s}$","$15 \mathrm{~s}$","$1 \mathrm{~min}$","$6 \mathrm{~s}$","$9 \mathrm{~s}$","N/A","a","La urcarea pe planul înclinat fără motor, acceleraţia mobilului este negativă (mişcare uniform încetinită), adică:\\ $a=-g(\sin \alpha+\mu \cos \alpha)=-1 \frac{m}{s^{2}}$;\\ Din ecuaţia vitezei $v=v_{0}+a t$, rezultă:\\ $t=\frac{v-v_{0}}{a}=5 \mathrm{~s}$. Răspuns corect a.\\"
"Admitere F1 iulie 2009","2009.A.3.","Viteza cu care trebuie aruncat pe verticală un corp de la înălțimea de $45 \mathrm{~m}$ pentru a ajunge pe sol cu o secundă mai târziu decât în cădere liberă este ($g=10 \mathrm{~m} / \mathrm{s}^{2}$): ( 5 pct.)\\","$1 \mathrm{~m} / \mathrm{s}$ în sus","$5 \mathrm{~m} / \mathrm{s}$ în jos","$2 \mathrm{~m} / \mathrm{s}$ în sus","$8,75 \mathrm{~m} / \mathrm{s}$ în jos","$3 \mathrm{~m} / \mathrm{s}$ în jos","$75 \mathrm{~m} / \mathrm{s}$ în sus","N/A","f","Corpul trebuie aruncat în sus pentru ca acesta să ajungă pe sol mai târziu decât dacă ar fi lăsat să cadă liber. Condiţia problemei se scrie sub forma $t_{1}=t_{2}+1$, unde $t_{1}$ este intervalul de timp în care corpul aruncat în sus ajunge la sol, iar $t_{2}$ este intervalul de timp în care corpul lăsat liber ajunge la sol.\\ Intervalul de timp $t_{1}$ este compus din durata necesară corpului să ajungă la înălţimea maximă, adică $\frac{v_{0}}{g}$ şi durata căderii libere a corpului de la înălţimea maximă până la nivelul solului, adică $\sqrt{\frac{2}{g}\left(\frac{v_{0}^{2}}{2 g}+h\right)}$, $h$ fiind înălţimea de la care este aruncat corpul. Intervalul de timp $t_{2}=\sqrt{\frac{2 h}{g}}=3 \mathrm{~s}$.\\ Astfel, ecuaţia problemei devine:\\ $\frac{v_{0}}{g}+\sqrt{\frac{2}{g}\left(\frac{v_{0}^{2}}{2 g}+h\right)}=4$, din care rezultă că $v_{0}=8,75 \frac{m}{s}$, în sus. Răspuns corect f.\\"
"Admitere F1 iulie 2009","2009.A.4.","Un automobil are în momentul începerii frânării viteza de $20 \mathrm{~m} / \mathrm{s}$. Considerând coeficientul de frecare dintre roți şi şosea $\mu=0,4$ şi $g=10 \mathrm{~m} / \mathrm{s}^{2}$, spațiul de frânare până la oprire este: ( 5 pct.)\\","$25 \mathrm{~m}$","$90 \mathrm{~m}$","$60 \mathrm{~m}$","$50 \mathrm{~m}$","$100 \mathrm{~m}$","$15 \mathrm{~m}$","N/A","d","Acceleraţia de frânare este egală cu $a=\frac{F_{\text {frec}}}{m}=-\mu g$, iar din formula lui Galilei în care viteza finală este nulă, rezultă:\\ $d=\frac{v_{0}^{2}}{2 \mu}=50 \mathrm{~m}$.\\ Răspuns corect d.\\"
